18.35,70.0
132.55,12.58
138.54,205.84
20.16,66.09
117.71,10.3
12.23,88.99
207.63,131.62
209.91,114.32
20.24,154.09
209.49,99.94
43.41,184.6
105.15,10.12
143.03,204.39
159.43,23.07
210.0,109.94
10.12,105.09
46.79,187.49
209.99,108.83
209.78,116.65
201.05,68.65
24.4,58.3
182.37,40.99
43.93,34.94
207.23,133.37
206.03,82.11
207.19,133.52
206.32,136.87
149.96,18.33
154.94,199.33
68.42,200.95
72.6,202.74
144.97,16.31
141.53,204.9
114.06,209.92
10.02,111.82
15.18,78.24
205.59,139.37
10.02,108.14
103.45,10.21
59.1,23.92
178.42,37.07
182.02,40.63
155.05,199.28
144.11,204.0
29.46,169.28
96.86,10.87
51.2,190.89
87.75,12.51
207.71,88.72
183.83,177.45
13.44,84.0
26.68,54.71
13.55,136.41
154.93,199.34
40.61,37.99
153.38,19.9
194.88,57.13
203.24,73.86
205.89,138.37
118.23,209.66
21.97,62.57
14.75,79.53
197.43,158.54
208.09,90.53
84.35,13.35
18.49,150.33
153.64,199.98
61.36,22.63
70.89,202.04
144.89,203.72
172.68,187.92
10.13,115.13
100.79,209.57
10.22,116.66
77.89,15.29
159.12,22.89
171.79,31.37
147.08,202.87
203.75,144.81
100.86,10.42
14.68,79.77
100.63,209.56
25.16,57.06
186.05,174.93
14.04,138.14
137.04,13.72
156.62,198.47
141.57,15.11
19.28,152.07
111.13,10.01
10.26,117.27
174.39,33.49
31.87,172.42
176.09,185.05
204.28,76.67
131.63,207.63
52.16,28.43
106.84,209.95
174.93,186.06
55.38,26.23
52.91,27.36
194.63,153.57
56.6,37.45
147.99,195.13
100.72,101.82
177.86,186.04
190.34,71.23
177.94,187.45
94.5,94.06
41.98,195.59
181.74,182.51
55.43,109.96
204.32,55.22
82.09,109.19
182.79,72.94
147.84,89.54
166.8,90.12
130.1,168.68
66.59,148.77
17.16,158.83
76.13,22.85
121.94,91.17
156.31,116.04
187.38,75.24
19.65,37.55
54.41,145.98
22.55,24.3
157.23,93.76
143.21,10.87
153.26,206.47
46.56,53.75
172.43,130.04
93.03,61.13
17.12,30.84
33.41,48.95
159.55,187.21
119.95,29.89
32.92,165.22
14.0,64.93
53.98,44.23
19.97,96.43
26.08,156.8
161.45,52.13
15.63,13.73
126.53,155.05
96.57,201.19
199.22,206.0
68.92,38.12
64.11,164.68
105.33,116.38
